rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
3.0,Ok,Former Employee,People on team were nice,Stressful goals were hard to achieve,,o,o,o,,,,,,,Reviews/Colorado-Technical-University-Reviews-E378534.htm,2023-01-04, Admissions Advisor,
2.0,Nice place to work,"Current Employee, more than 1 year",CTU is reliable place to work,"however, they do not pay well.",,v,x,x,2,2,1,2,,1.0,Reviews/Colorado-Technical-University-Reviews-E378534.htm,2023-01-04, Administrative Assistant,
1.0,Worst Company To Join,"Former Employee, less than 1 year",Pros are something that they know what it is.,"In case you want to invest your time in something where you can say ""I haven't achieve anything"" then please join. Engineering Manager/CTO thinks that only they are working are rest everyone else joins the firm for playing tennis.",,x,o,x,1.0,2.0,1.0,1.0,1.0,1.0,Reviews/Digital-TaaS-Reviews-E5460037.htm,2023-03-30, Software QA Lead,
3.0,Company culture,Former Intern,as startup it was heavy work but you can learn so much in less time. great opportunity to learn if you can work in pressured environment.,dont expect much about work-life balance,,o,o,o,3.0,3.0,2.0,2.0,4.0,3.0,Reviews/Digital-TaaS-Reviews-E5460037.htm,2023-03-20, Backend Developer Intern,
5.0,Bosch Management,Current Employee,The people there are great. Management is very flexible and is great to work for.,Made people go into the office,,v,v,v,5.0,4.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-05, Data Security Analyst,0.0
1.0,Run for your lives!,"Former Employee, more than 5 years",Money period! If you want it is there for the taking! Even if you come in and do nothing at all!!,They change the rules to fit what they want at the time! Playing favorites is the only way you get anywhere there. No home life! Hr? Ha ha. That’s a big joke!,,x,v,x,1.0,1.0,1.0,1,1.0,1.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-09, General Laborer,1.0
1.0,Just no,"Former Employee, more than 3 years","Benefits and good coworkers, and that's it","Pretty much everything. If you like drama, erratic and unpredictable schedules every day, and can't move upwards because you have to not only know things that have nothing to do with your job, but wait a whole year before advancing. They will run you into the ground and expect you to thank them for it. If you're younger than the average employee (about early 50s), expect them to especially pick you out to do overtime, and be singled out. I missed out on 2 Christmases in a row to wipe down machines for literally no reason, as in there was no production, when I could have been with family. The managers started out at least being decent but devolved into making life miserable for anyone who isn't 1st shift, and even then they aren't safe from overtime either. Not only that, they expect above and beyond results to make up for lazy or overworked employees, but won't give you the extra money for it if it isn't overtime.",,x,x,x,1.0,3.0,1.0,1,1.0,3.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-19, Machine Operator,2.0
4.0,Great job.,"Current Employee, more than 3 years",Weekend shift option with good bonus hours.,The people can be annoying.,,v,o,v,3.0,3.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-27, Operator,3.0
3.0,Good benefits and company/ very strict on time,Former Employee,Great benefits Lots of employee resources,Very strict management No phone usage allowed Can not sit during shift Work not always guaranteed( run out of parts or machine down) lack of work,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-22, Manufacturing Technician,4.0
5.0,Great company,"Former Employee, more than 10 years",Great benefits and atmosphere. Temperature control environment throughout the facility.,Cannot find enough qualified workers at times.,,v,v,v,5.0,5.0,5.0,4,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-20, Mechanical Engineer,5.0
4.0,Enables healthy work-life balance,Current Employee,- Nice and helpful colleagues - Low stress - Flexible working time - Opportunity to learn and improve yourself,- Lot of documentation - Slightly disorganized - Slightly below avarage wage,,v,r,r,4.0,3.0,4.0,5,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-10, Machine Learning Engineer,6.0
5.0,Excellent Leadership driven by employees,Current Employee,Great work personal life balance,Not a single issue ever working at Bosch that wasn’t remedied immediately. Can be too mainline,,v,v,v,5.0,5.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-11, Sales Director,7.0
1.0,Sliding people into jobs because of kissing up,"Former Employee, more than 10 years",Pay is decent. Vacation is ok,"Too much favoritism when people don't deserve the job, but kissing up will get the job over hard work and loyalty.",,x,x,x,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-10, Machine Operator,8.0
3.0,OK Place to Work,"Current Employee, more than 3 years",Good benefits and 7.5% 401K match,"Lots of mandatory OT, lots of forced weekends",,v,x,v,3.0,3.0,2.0,2,2.0,3.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-10, Machine Operator,9.0
4.0,Bosch,"Current Employee, more than 3 years",Good work life balance and culture.,Slow career progression and outdated processes.,,o,o,o,4.0,3.0,4.0,5,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-12, Software Engineer,0.0
4.0,Overall good,"Former Employee, more than 3 years",Great support and expertise available. Company understands the investment it needs to make in it's people. Great benefits.,"Rigid culture. Decisions are often slow to be made, or not at all.",,v,r,v,5.0,5.0,4.0,4,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-02-21, Account Manager,1.0
5.0,Good,Current Employee,it is a challenging company,Slow but focused / very big,,v,r,r,3.0,3.0,3.0,3,3.0,3.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-10, Sr. Engineer,2.0
4.0,Decent work life balance.,"Current Employee, more than 3 years",Partial work from home opportunity.,Real disconnect within teams and management.,,o,o,o,2.0,1.0,3.0,4,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-02, Automotive Data Analyst,3.0
4.0,Bosch Salary,Former Employee,"Overall, I really enjoyed working here. Wasn't planning on leaving but got persuaded by a recruiter.","Switched management model in the team I was on, which created more work and travel without much recognition.",,o,o,o,3.0,3.0,4.0,4,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-02-20, HSE Specialist,4.0
3.0,Rough,"Former Employee, more than 10 years",No down times so work through the whole year.,Management fights internally and will drag others into it unknowingly.,,o,o,o,2.0,4.0,1.0,1,3.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-02-28, Service Repair Technician,5.0
4.0,Very good work culture,Current Employee,Great work culture and people. Lots of benefits. Feels like family.,Salary can be slightly better.,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-02-25, Anonymous Employee,6.0
4.0,Review,Current Employee,"Great company to work for, balances work/life",No con available for review,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-02-22, Prefer Not To Say,8.0
5.0,Good work life balance,Former Employee,Very good work life balance and great professional development opportunities,Nothing that I could think of,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-02-14, Software Engineer,9.0
5.0,Love Working at Bosch,"Current Employee, more than 1 year","Bosch is a great place to work, great benefits, great pay and company cares about employees in every level","Processes can be overbearing, causing delays.",,v,v,v,3.0,5.0,4.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-26, Senior Project Engineer,0.0
5.0,Good place,Current Employee,Job security and stability compared to other companies.,Is hard to grow or get a new position.,,v,r,v,3.0,4.0,3.0,5,4.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-02-08, Manufacturing Engineer,1.0
3.0,Good Company,Former Employee,Stable company with good position within the market,"Lack of gender diversity is management and above, very difficult for promotional opportunities and inconsistencies in messaging on how to grow,",,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-26, Human Resources,2.0
4.0,Potential Opportunity,"Current Employee, more than 1 year",One can be considered for better opportunities with consistency.,Communication needs to be improved.,,v,r,r,4.0,3.0,2.0,4,3.0,3.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-10, Tech Lead,3.0
4.0,Awesome,"Current Employee, less than 1 year",It was a good job,Not many bad things with the job,,v,v,v,4.0,4.0,4.0,4,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-29, Production Assembler,4.0
5.0,Great,Current Employee,Work life balance is great,work is work you know?,,v,r,v,5.0,4.0,4.0,4,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-02-01, Calibration Engineer E3,5.0
5.0,Good,Former Employee,Good at working environments Good colleagues,Not so good managements Not so good compensation,,o,o,o,2.0,3.0,2.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-29, Senior Quality Manager,6.0
5.0,OK overall,Current Employee,"Life balance, canteen, team, training",Low salaries compared with other companies,,o,o,o,3.0,3.0,3.0,4,4.0,3.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-26, Engineer,7.0
5.0,Work life balance,"Former Employee, more than 8 years",Work life balance is really good,Salary is not as per expectation,,v,v,o,5.0,3.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-24, Team Lead,8.0
4.0,Great Company to work,Former Employee,"Process oriented, Good Employee Relations",Not much Concs noticed as per me,,v,v,v,4.0,4.0,5.0,4,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-20, Senior Engineer,9.0
5.0,Fun times,Current Employee,Pay and benefits are good,No Development upwards in organization,,v,o,v,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-18, Financial Controller,1.0
4.0,Good if you want a stable job,Current Employee,"Stable, regular salary, not too hard",Not for ambitious people. Yes,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-06, Backend Developer,2.0
4.0,Bosch,"Current Employee, more than 8 years",Good collegeau Interesting work Possible travels,Lot of Project pressure Hard to get promoted,,v,o,v,3.0,4.0,4.0,3,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-07, Senior Software Engineer,3.0
1.0,Run,"Former Employee, more than 1 year",Management management management management management,Hours hours hours hours hours,,x,x,x,1.0,3.0,1.0,1,1.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-20, Machine Operator,9.0
1.0,Engineering position,"Former Employee, more than 1 year","Good work life balance, and on-site cafeteria.",Poor management. There is no transparency and priorities change daily.,,x,o,x,1.0,1.0,1.0,3,1.0,1.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-01-13, Engineer,0.0
4.0,Nice company,"Current Employee, more than 5 years","It is one of the most sophisticated companies on the Mexico border, very few of the ""maquiladoras"" in this location have this organized environment (processes, escalation for topics, layouts, career development) depends 100% on your manager and if he is willing to invest the given company budget on their team, but they offer continuous learning on the area you are developing, the office is clean and has been renovated on 2016-2017. They give you all the needed tools to work, you get to know the mindset of a german company (in some areas more than others).","There has been a continuous loss of talent since 2019, I think the root cause is due to the selection of people (in and after that year) in management/coordination positions. Some of them lack leadership formation, or skills to really work as a team, they may have the correct background but it is really different when you have to administrate, not only execute. Additionally, I have noticed when an intern is hired as an associate (full-time) or you have many years in the company the only way to make a real jump in salary is to switch companies, shame since it is such a great brand.",,v,v,v,3.0,5.0,3.0,3,4.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-02-22, Financial Analyst,0.0
5.0,An Exceptional Experience as a Manufacturing Engineer at Robert Bosch GmbH,"Former Employee, more than 1 year","Working as a Manufacturing Engineer at Robert Bosch GmbH, I was impressed by the level of professionalism and teamwork. The company has a solid commitment to innovation and has always been at the forefront of technological advancements in the manufacturing industry. The collaborative work environment and the talented team of engineers make the job challenging and rewarding.","The only potential downside I experienced as a Manufacturing Engineer at Robert Bosch GmbH was the heavy workload at times. However, this was a minor issue as the company provides adequate resources and support to help manage the workload effectively.",,v,v,v,4.0,5.0,4.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-05, Manufacturing Engineer,1.0
4.0,"Typical Customer Service, not too good and not too bad","Current Employee, more than 1 year",Remote work Typical office hours (9h-18h) Bonus per language spoken/used at work Office equipment provided Decent salary (just above minimum wage),"Initial contract via temp agency Internal system regularly has issues Delayed responses from hierarchy for escalated cases Information stored in various locations, not always easy to locate",,o,o,o,3.0,3.0,3.0,4,2.0,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-06, Customer Service Agent ,2.0
5.0,One of the most increasing company in Hungary,"Current Employee, less than 1 year",Friendly and modern work environment (new way of working) Hybrid work Helpful and professional colleagues Great leaders Good salary,The bonus could be bigger,,v,v,v,5.0,5.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-09, Technology Engineer,3.0
5.0,Flexi workplace with great benefits,"Former Employee, more than 3 years",Best employer in multicultural environments in Hungary. Work-life balance: Best Compensations: Best Working culture: Flexible and Motivational,"Can't say any, as I am overall happy with that time.",,v,v,v,5.0,5.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-09, Project Manager,4.0
4.0,Nice,Former Employee,Good team work and good company,Long working hours and deadlines,,o,o,o,5.0,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-10, Engineering,5.0
4.0,Good company,"Current Employee, more than 1 year",Good work life balance Job security Good food and evening snacks Has NPS Good projects,No much benefits like leaves are not much adequate Insurance is not good and doesn't cover parents,,v,v,v,4.0,4.0,4.0,4,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-10, Specialist,6.0
4.0,"Decent benefits, good starting salary","Current Employee, less than 1 year",-Starting salary -office -25 leave days -international exposure,-corporate hell sometimes -you are just like an ant -weak senior salary,,x,o,x,4.0,3.0,2.0,1,2.0,3.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-09, Model Based Developer,7.0
1.0,Worst company if you want to learn and grow,"Former Employee, more than 5 years",Free food and flexible work,"Not much learning. Most of the things are already done , u need to just do the repetitive tasks. Will never suggest for fresher and experienced . May be good after 15 years experience. But as a whole I feel 80% of the people are dumb or have no experience. A lead who is representing the team does not know can, can fd and canoe and canalyzer. If u want relaxed work with less salary , do join it.",,x,x,x,1.0,1.0,,1,1.0,1.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-14, Software Engineer,8.0
5.0,HR Business partner,Current Employee,"People company, flexible, women oriented",Low salary - not in line with market,,v,v,v,5.0,1.0,2.0,1,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-09, H R Business Partner,9.0
3.0,Decent for those who would prefer a comfortable place,"Former Employee, more than 1 year",Stable: it's very difficult to get fired or that you would be confronted with your performance. Good place to start as a Fresh Graduate as it's not really stretching your capabilities but you are able to learn how big companies work.,"Extremely slow and bureaucratic. If you are a high / top performer, it's unlikely that this place would provide you the opportunities to grow and you will be paid below your market value.",,o,o,o,2.0,3.0,2.0,5,2.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-22, Project Manager,0.0
5.0,Boschler,Current Employee,The working culture in Bosch is so good.,The hikes in organization is very less compare to outside.,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-09, Cyber Security Engineer,1.0
5.0,A nice place for research and development,Current Employee,"Projects flexibility, easy to start new activities on your own Publications friendly Remote friendly Take as much responsibility as you want","Maybe the salary is a con? It is OK though, just not higher than an average",,v,v,r,5.0,4.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-06, Machine Learning Engineer,2.0
5.0,A balanced company,"Former Employee, less than 1 year",You get to work on great projects.,The workload may get overwhelming / too much.,,v,v,v,5.0,5.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-06, System Test Engineer,3.0
5.0,Nice company,Current Employee,Nice environment and work culture,Some departments are there. They are doing service based things and depends on client,,o,o,o,5.0,3.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-06, Technical Specialist,5.0
4.0,,Current Employee,"Good work environment, helpful people",It does not have good career steps,,v,r,v,3.0,4.0,4.0,4,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-06, Supplier Quality Engineer,6.0
4.0,Great place to work,"Former Employee, more than 1 year",Wok life balance Transportation Food,Salary Not much to learn as everything is automated,,v,v,v,4.0,5.0,4.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-06, Software Engineer,7.0
5.0,Very nice experience,"Current Employee, more than 1 year","Very good work life balance (home office)
Good cash bonus for renting flat 
Nice office
Create colleagues
Interesting work","Basic salary can be better 
Location at Ceske Budejovice",,v,o,v,4.0,5.0,5.0,5,5.0,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-04, Mechanical Design Engineer,8.0
3.0,Salary pay/Work experience,"Current Employee, more than 3 years",Company is helpful to employees espcially during pandemic,Salary pay doesn't match the current ITSD market pay Career growth as ITSD with Bosch is so slow,,x,v,x,2.0,3.0,2.0,5,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-05, IT Service Desk Analyst,9.0
4.0,Software Career development,"Current Employee, more than 3 years",Develop tech skills State of the art projects,Career development can be slow Project with long duration and high dependence of costumer.,,v,r,r,3.0,4.0,4.0,5,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-04, Sr Software Engineer,0.0
3.0,The work process is the cause of work inefficiency,"Current Employee, more than 3 years",-WFH arrangement -Work life balance,"-Too many work process that takes too much time -Too many access that are restrictring work -People are unwilling to try other means of doing the work, tend to stick to the old way of doing things",,o,v,o,3.0,3.0,3.0,5,2.0,3.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-29, Engineer,1.0
5.0,Super,Former Employee,- good work environment for people,- no cons for this job position,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-05, Software Engineer Working Student,2.0
5.0,Work culture,"Current Employee, more than 1 year",good and learn a lot,Few politics is there but not that much comparing to other companies,,v,v,v,5.0,5.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-05, Production Supervisor,3.0
3.0,Not recommend,"Current Employee, more than 1 year",If you want to do apart from technical activity. You could join bosch Work life balance Flexible timings,1. Most are repetitive tasks 2. Less opportunity to grow technically and financially. 3. Not recommended for freshers as they get less chance to learn new technology. 4. Management only listen to senior colleagues. 5. Poor hike. 6. Management are least bother about the employees.,,x,o,o,1.0,3.0,1.0,5,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-23, Technical Specialist,4.0
4.0,Na,"Former Employee, more than 8 years",Good company.Good atmosphere. Good Value.Good environment. Good company,Innovative topics. Innovative ideas. Innovative topics.Innovative topics,,o,o,o,4.0,4.0,4.0,4,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-04, Software Engineer,5.0
4.0,Good company,Current Employee,Alot of benefits and bonuses,No work and life balance,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-05, Mechanical Engineer,6.0
4.0,Nice place to work,Current Employee,Nice place to work in Bangalore.,Nothing is cons at this company,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-04, Software Engineer,7.0
3.0,Super,"Former Employee, more than 3 years","Free food, gifts once in a while",Toxic environment in MIs logistics,,x,r,v,3.0,1.0,3.0,3,3.0,3.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-04, Operations Supervisor,8.0
3.0,Good Work but Less Pay,Current Employee,International exposure. You work with heavily experienced people and learn a lot.,Pay is lesser than average mechanical salary. Technical advancement is slowed down by experienced bosses who likes things old school.,,v,v,v,3.0,3.0,3.0,3,3.0,3.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-26, Design Engineer,9.0
5.0,Good work life balance,"Former Employee, more than 3 years",Work life balance Meals from office,Less growth Old technology Less pay,,o,o,o,4.0,3.0,4.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-04-02, Senior Software Engineer,0.0
5.0,Great place to work,"Former Employee, more than 3 years",Great human interaction. Great learning potential. Advancement opportunities.,"Decisions take slightly longer, giving that it is a huge multinational.",,v,v,v,5.0,4.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-31, Data Security Specialist,1.0
5.0,Really nice company,"Current Employee, less than 1 year",Really nice company with nice people,Nothing to say the company is indeed really really good,,v,v,v,5.0,3.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-31, Department Quality Champion,2.0
4.0,Always finding the next career steps in the past 10 years,Current Employee,"Company internal career opportunities Great working conditions including full home office allowance Inspiring colleagues, good atmosphere","Somewhat lower salary possibilities compared to competitors in Budapest Big company with strict rules for every part of the work life (sometimes good, sometimes restrictive)",,v,r,v,5.0,3.0,3.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-22, Section Manager,3.0
5.0,A good company,Former Employee,Very professional environment and there is a lot to learn,Procedures are very time taking,,v,v,x,3.0,2.0,3.0,5,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-31, Data Engineer,4.0
5.0,"Company Culture, respect to employee",Current Employee,"Company Culture, respect to employee",low speed in process design,,v,v,v,4.0,5.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-31, Purchasing,5.0
5.0,Very nice working conditions,Current Employee,- Good networking opportunities - Flexible and remote work - Cutting edge technology topics,- lot of work as phd student -very burocratic,,o,o,o,5.0,4.0,5.0,4,5.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-28, PhD Student/Doktorand,6.0
5.0,Company review,"Current Employee, more than 1 year",Team is really nice and helpful,Nothing really bad or i dont have bad experience,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-29, Anonymous Employee,7.0
3.0,Good work life balance,Former Employee,"Good Work life balance, culture",Salary low compared to Market standards,,o,o,o,3.0,2.0,3.0,5,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-30, Software Engineer,8.0
4.0,Okey,Current Employee,Salary and people + a lot to do,Manager and work coulture ok,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-30, Demand Planner,9.0
3.0,"Ok to start, then go to another place if you want to grow.","Former Employee, more than 1 year","Good to start working, but not for long term. Good processes in place, easy to follow for new comers. Health insurance","No carrier opportunities. No transparency from local management. Favouritism. Operational fields are not valued, only concern is engineering and software development projects. Low salaries, poor training possibility. HR is non existent.",,o,v,r,2.0,3.0,3.0,3,3.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-12, Logistics,0.0
4.0,ıts ok to work,Former Employee,Flexible work environment and good manager,nothing to say for con side of the company,,o,o,o,4.0,4.0,4.0,4,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-28, N\a,1.0
5.0,great experience,"Current Employee, less than 1 year","Everyone is friendly and willing to help you. Also, the food at the canteen is good and has an affordable price","I have nothing to mention. Overall, it was an experience from which I had many things to learn",,v,v,v,4.0,4.0,4.0,5,4.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-20, Working Student,2.0
5.0,Amazing,Current Employee,something that is cool is that,very bad at comunicaton with emplyees,,v,v,v,5.0,5.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-29, Business Analyst,3.0
4.0,Good place to learn new skills,"Current Employee, more than 5 years",- global repute - various options to contribute - flexibility of work,Nothing major to add as cons,,v,v,v,4.0,4.0,4.0,4,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-27, Intern,4.0
5.0,Very Good Company,Current Employee,Salary is very low comparatively with outside,Good working environment Work life balance,,o,o,o,5.0,2.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-28, Specialist,5.0
5.0,Bosch,"Former Employee, more than 3 years",Good growth and good management,Nothing to comment for cons,,o,o,o,5.0,5.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-30, Embedded Developer,6.0
4.0,"Great company, but too big","Current Employee, more than 10 years","Work environment (cooperative within the departments, friendly); benefits (salary, career development, bonus); leadership (visionary, open, entrepreneurs); many technological breakthroughs; well known brand.","Too big company with many inefficiencies, specially in headquarters with many associates and departments who looks like small kingdoms and do all they can only to protect their status quo. This kind of culture in the headquarters is the main threat for the company’s survival, specially considering the big transformation that the automotive industry faces. I hope that when they finally solve it, it is not too late.",,v,v,r,4.0,4.0,4.0,5,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-02-07, Senior Project Manager,7.0
4.0,Good working environment,Current Employee,Bosch was giving me opportunity to work,Nothing! No have any consuns,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-29, SAP Basis Consultant,8.0
4.0,Good,Current Employee,"Good place to work, ok.","Not applicable, nothing to say",,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-29, IT Consultant,9.0
3.0,great company but not for high performers,Former Employee,good and smart people to work with,general lack of innovation and too much bureaucracy,,o,o,o,3.0,5.0,3.0,5,5.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-26, Student Worker,0.0
5.0,Rotational program with many opportunities,"Current Employee, more than 1 year",A flexible rotational program with international stage Opportunity to learn and contribute to various projects Competitive expat package for the 6 month international station,"For a program with such flexibility and opportunities, in cases there might be lack of guidance",,v,v,v,4.0,4.0,5.0,5,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-17, Junior Managers Program (JMP),1.0
4.0,One of the best in Hungary,Current Employee,Care about people well-being. The work environment is great!,Changing position does not mean significant salary change.,,v,r,v,3.0,4.0,4.0,5,5.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-25, Process Improvement Specialist,2.0
4.0,Work Life Balance,"Former Employee, more than 3 years",Work Life Balance Curated tools for every task Brand value,Outdated tech Dirty Politics Low pay compared to industry,,v,v,v,4.0,3.0,3.0,5,5.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-25, Senior Software Engineer,3.0
5.0,"Good for entry level,","Former Employee, less than 1 year",A lot of benefits and a nice environment,Not that flexible work hours,,v,v,r,5.0,5.0,4.0,2,4.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-27, Working Student,4.0
4.0,Good,Current Employee,Good work culture and environment,Work life balance not very good,,o,o,o,5.0,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-27, Software Engineer,5.0
5.0,Senior Human Resource Associate,"Current Employee, more than 3 years",Job security and even Bosch is one of the best company in the world.,There is support function and specially in my team no appreciation and no time for personal life.,,v,v,v,4.0,4.0,2.0,4,4.0,4.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-13, Senior Human Resource Associate,6.0
5.0,Great company,"Current Employee, more than 10 years",Ideas are considered and imolemented,Not suitable for remote workers,,v,o,o,5.0,5.0,4.0,4,5.0,5.0,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-26, Human Resources Business Partner HRBP,7.0
4.0,Bosch job review,"Current Employee, more than 1 year",Flexible work Almost fully remote New technology,Mediocre salary Feels pretty hard to advance,,v,r,v,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-24, Software Engineer,8.0
5.0,Nice company,"Current Employee, more than 5 years",Wlb Less stress Good perks,Salary is less Less onsites Sometimes more work,,o,o,o,,,,,,,Reviews/Robert-Bosch-Reviews-E320958.htm,2023-03-24, Specialist,9.0
