rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
5.0,cashier,Former Employee,Flexible schedule for store employees,Micro management in the stores,,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-11-02, Cashier,
5.0,Great High School/College Place to Work,"Former Employee, more than 3 years","Flexible hours, good training, lot's of upward mobility.",No variation to daily duties.,,v,r,v,5,4,3,4,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-14, Cashier,
5.0,Pay,Former Employee,Great Jobs for high schoolers and people in school,It takes at least 6 months to access benefits,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-15, Front Service Clerk,
5.0,publix,Former Employee,good benefits and good hours,they don’t tel you when they change your schdule,,v,r,v,,,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-15, Produce Clerk,
5.0,Awesome job,Former Employee,"Helpful, very flexible with schedule.","Not many cons, managers are helpful and straight forward.",,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-22, Cashier/Bagger,
5.0,Saving Grace,"Current Employee, less than 1 year",I was furloughed and they hired me on at $13/hr. and have cross trained me and have educated me on possible opportunities I could have with them. Benefits are great!,"For some departments, it takes forever to advance.",,v,v,v,4,5,5,4,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-24, Cashier,
4.0,Great,"Former Employee, less than 1 year",Publix has great benefits even at part time and I had a great manager.,They scheduled me for 2 or 3 hours a day your hours per week varies.,,v,v,v,3,4,3,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-11, Cashier,
5.0,great company,"Current Employee, less than 1 year",nice company to work for,there are no cons five,,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-30, Sales Associate/Cashier,
4.0,Good Company,"Former Employee, more than 5 years",Great place to work with lots of opportunities,If you have managers who play favorites its hard to move up,,v,r,v,5,4,3,2,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-29, Deli Manager,
4.0,Flexible for part time employment!,Current Employee,"Flexibility, pay, and overall easy job",Work environment can be negative at times.,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-18, Cashier,
5.0,Great Company,"Former Employee, more than 1 year",Stock Benefits and great people,"High workload, constantly busy, and mandatory breaks every 5 hours",,v,v,v,4,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-18, Bakery Clerk,
5.0,Great company to work for!,Current Employee,"Awesome benefits and pay, even as a part-time employee.","Some of the management is poor, depending on the store you are at.",,v,v,v,4,4,3,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-24, Cashier,
4.0,Great Place,"Current Employee, more than 3 years","Scheduling, Pay, Benefits, People, Customers","Hours, Time, Nothing else is a con",,v,o,v,5,5,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-10-27, Cashier,
4.0,Good,Current Employee,They’re a very good company.,A lot of annoying customers,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-11-03, Barista,
5.0,Awesome,Current Employee,Awesome company to work for,I have nothing bad to review,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-29, Retail Sales Associate,
3.0,Is okay,"Former Employee, more than 1 year",The company itself is great,No water allowed during shift,,v,v,r,3,3,4,3,3.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-29, Deli Clerk,
3.0,"Good to start, not worth staying","Former Employee, more than 5 years",Lots to learn but very basic things,You'll make more money anywhere else unless you have no other options,,x,x,x,3,4,2,1,3.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-16, Grocery Replenishment Specialist,
4.0,Great place to work,Current Employee,Flexible schedule for part time employees. Stock options.,Full time employees don't have flexibility with scheduling.,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-13, Retail Associate,
3.0,Great place to work if you are single with no family,"Current Employee, more than 10 years",Stock ownership and BCBS insurance,Unrealistic expectations without the proper labor to get things accomplished,,o,x,r,5,5,2,1,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-01, Produce Manager,
5.0,Review,Current Employee,The people are amazing to work with,Late nights and closing every night,,v,v,v,5,5,5,3,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-19, Socker,
3.0,Low hours,"Former Employee, more than 3 years",Meet employees that’s are cool,They play with tou hours like crazy,,x,x,x,5,3,3,3,3.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-20, Front Service Clerk,
5.0,Five star,"Former Employee, more than 1 year",Excellent benefits and great team work.,Conflicting tasks from multiple managers.,,v,v,v,5,5,4,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-26, Grocery Clerk,
4.0,Good First Job,Former Employee,"Nice coworkers, Helpful when learning",Did not like some of management,,v,r,v,4,5,3,5,4.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-26, Part Time Cashier,
3.0,decent but not the best,"Current Employee, more than 1 year",benefits are great flexible hours,too much demand for work to be done,,v,r,v,4,4,4,4,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-07, Grocery Clerk,
4.0,Decent place to work.,Former Employee,"Flexible hours 
Good benefits
Clean workplace","Demanding management depending on department or manager, complaining doesn't help.",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-14, Grocery Clerk,
5.0,Great Job,Current Employee,Great job for youths entering college,No cons that I can think of,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-22, Cashier,
5.0,Great memories working there,Former Employee,"great benefits, employee owned stock options, room to grow",I heard its changed a lot since i've been there so I really don't know,,v,r,v,5,4,4,3,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-20, Cstomer Service,
5.0,Cashier,Former Employee,"Customer service, management, create own availability",Part timers receive no benefits,,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-28, Online Tutor,
5.0,Working here takes the cake,"Current Employee, less than 1 year",They really care about the employees.,The training process can be disorganized,,v,v,v,5,3,5,5,4.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-16, Cake Decorator Apprentice,
5.0,Publix stores,Former Employee,The deli or grocery departments are the best place to work.,The hardest place is customer service.,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-12, Customer Service Associate,
4.0,"Great benefits, sometimes overbearing work","Current Employee, more than 3 years",It comes with great benefits for all types of employees,The leadership at Publix leaves a lot to be desired,,v,r,r,4,5,1,3,3.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-29, Grocery Clerk,
5.0,Great Company,"Former Employee, more than 5 years","Good Benefits, Great exmployees to work with.",None that I can possibly think of,,v,o,v,5,5,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-10-19, Seafood Clerk,
5.0,Excellent,Former Employee,"Great teamwork, excellent service, and very professional",Shipping trucks coming in late.,,o,o,o,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-26, Deli Worker,
3.0,Customer Service Representative,Former Employee,Learning a lot of new skills.,Having to wait until the night before the new week to find out if you were on the schedule,,o,o,o,5,3,4,3,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-24, Customer Service Representative,
5.0,Great People,Former Employee,"My fellow employees were great, they were all knowledgable and very helpful.",Some of the customers are a bit aggravating to deal with sometimes.,,v,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-24, Cashier,
5.0,meat cutter,"Former Employee, more than 10 years",Great pay. Great retirement benefits,working in the cold cutting room,,v,v,v,5,5,5,3,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-13, Meat Cutter,
3.0,it’s okay,Current Employee,It’s a huge company that you can grow with,definitely overrated but at least they pretend to care,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-13, Grocery,
4.0,"Steady job, livable wage,  and great culture",Current Employee,"Steady job - turn over is low compared to the industry average.
Livable wage
Great culture - everyone is nice.",Not a great long term job unless you pursue management.,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-02, Deli Clerk,
4.0,Publix,Current Employee,Great place for college students to work.,Management can be difficult sometimes,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-27, Produce Clerk,
3.0,good beginner job,"Former Employee, less than 1 year","close proximity to campus, and versitility for student life","bad management at times, but it is what it is",,v,v,r,3,4,2,4,2.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-08, Associate,
3.0,"Good Company, not so good managers",Former Employee,"Good company to work for, stock in the company after working for a year, decent hours, and delicious fried chicken.",Customer Service Management treated me crappy,,o,o,o,3,5,3,3,3.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-14, Cashier/Bagger,
4.0,Perception is reality,"Former Employee, more than 3 years","Find good people and if you get along with your manager, things go well for you.","Training is based on being ""perfect"". Don't try to be. If it looks good managers will think it is good. ""perception is reality""",,v,v,v,4,4,3,2,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-06-27, Grocery Replenishment Specialist,
4.0,Nice place and people,Current Employee,401 k is transferable and has an employee stock only,raises take a long time to get or obtain,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-03, Produce Clerk,
5.0,good employer,"Former Employee, less than 1 year",good opportunities for advancement in the company,dress code is too restrictive,,o,o,o,4,4,4,4,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-23, Grocery Clerk,
4.0,my opinion,"Current Employee, more than 1 year","great coworkers, Awesome managers, everyone has great communication skills. Everyone works together.","People should communicate more, spread out the different job rolls.",,v,v,v,5,4,3,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-18, Front End Cashier,
4.0,Good place to build a career,"Former Employee, more than 1 year","Publix is a large chain, so there is opportunity to grow your career if you are willing to move up",The pay isn’t great starting out,,v,r,v,5,3,4,4,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-11, Anonymous Employee,
5.0,Cashier,"Former Employee, less than 1 year","Flexible Schedule for college student, good pay, benefits for part-time",Not really any cons besides there is not really much room to move up,,v,v,v,3,5,4,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-25, Cashier,
3.0,N/a,Current Employee,You get good benefits from working,You do not get a discount at the store,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-21, Front Service Clerk,
4.0,Good place to work if you have the right management,"Former Employee, more than 5 years","Inside, interactions with customers, good starter job","not very high pay, will over work you if hard worker",,v,v,r,1,2,2,1,3.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-20, Cashier,
5.0,Good first job,"Former Employee, more than 1 year","This was a good first job. It was very professional and organized, which made it easy to learn things. I did a lot of different tasks so every day was different.","It could be tedious, and sometimes customers were rude.",,v,r,v,5,4,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-12, Front Service Clerk,
4.0,Pub deli,"Current Employee, more than 1 year",Leader ship qualities are always there,I don’t know to be honest,,x,r,x,4,4,4,4,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-23, Deli Clerk,
3.0,"Varies by Location, Bad Managers, Good People",Former Employee,"Coworkers were nice to work with, reasonable with work/life balance",Management was poor in my location,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-04, Front Service Clerk (Bagger),
5.0,Great place,"Former Employee, more than 3 years","Flexible schedule, benefits if you’re into that, advances in pay and career. Nice people",Sometimes not scheduled a lot of hours,,v,r,r,5,4,4,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-29, Cashier,
4.0,Wasn’t horrible just wasn’t for me,"Former Employee, more than 1 year",Fun people work there. Decent chance for raises,The management can be good or bad,,v,r,r,3,2,4,5,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-06, Customer Service Staff,
3.0,You most likely will not do any programming,"Former Employee, more than 1 year","-Salary is decent
-Benefits is decent
-Managers are usually nice","-As a programmer you will be dealing with the bureaucracy of implementing technology, you will NOT be programming
-Programmers do NOT program they simply work with vendors
-Technology is very outdated
-The computer you will use is very outdated
-Your computer is a desktop 
-The free lunch is free but the food is no bueno
-Health insurance is not the greatest
-Some weeks you will work a lot because something stops working and this happens a lot. For a lot of the systems that you will be the primary, your backup person will not be able to help you when something goes wrong because the backup will never get to work on this project. Their name will be on the project, but their hours will be on the project where they are primary
-People who have worked there for a long time are rude and just overall very negative about everything
-No onboarding and training
-A lot of programmers there just work there because it's pretty much one of the few places to work in Lakeland, not because they love it. And that shows!
-They ask you why it's so hard to hire and keep programmers, you tell them the honest truth and they don't implement any changes",,x,r,r,3,4,3,4,2.0,,Reviews/Publix-Reviews-E613700.htm,2020-03-20, Programmer,
5.0,It's great!,"Current Employee, more than 5 years",Friendly work environment. Pays well,Can be extremely demanding. Skilled labor positions are sometimes hard to keep filled because they are so demanding.,,v,v,v,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-24, Bakery Manager,
5.0,Excellent company!!,Current Employee,Work/school balance was always great!,I have no cons to share.,,o,o,o,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-20, Sales Associate/Cashier,
4.0,Solid company to work for,"Former Employee, more than 3 years","Had high standards for workers, and customer service",At times the job can be monotonous,,v,v,v,4,5,3,4,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-08, Grocery Stock Clerk,
4.0,Publix,Current Employee,"- very great benefits
- easy to move up positions",- there's a lot of regulations for clothing and jewelry,,o,o,o,4,4,,,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-09, Cashier,
3.0,Ok,Current Employee,"Pay, in house advancement opportunities","Sr leadership is not great, very frugal company",,o,o,o,5,3,2,2,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-24, Senior Manager IT,
4.0,Publix hourly pay,Current Employee,the people and the pay,the uniforms and the hours,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-24, Customer Service Clerk,
5.0,Depends on Location,Current Employee,"good pay, new store has better management","old store had terrible management, bad at evenly distributing hours",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-05, Customer Service Associate,
4.0,Good for Students,"Former Employee, more than 3 years","Flexible schedule 
Good pay with opportunity for raises","Over staffing 
Minimal chances of moving up",,o,o,o,2,4,4,4,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-12, Cashier,
4.0,Manager,Current Employee,Employees own the company. Stock shares given to associates.,Weekend and nights are required.,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-19, Manager,
4.0,Employee,"Current Employee, more than 8 years",Stock given to you each year,Shifts change daily and weekly,,v,r,v,4,5,4,3,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-27, Assistant Manager,
4.0,Great Place,"Former Employee, more than 3 years",Great people to work with,not much notice for work schedule,,v,v,v,5,5,5,4,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-25, Deli Clerk,
3.0,Working For Publix,"Current Employee, more than 1 year","Flexible Vacation Time
Days off during the week","Unpredictable Schedule
Race, Sex based promotion system",,v,r,v,3,3,3,2,3.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-21, Grocery Team Leader,
5.0,Awesome Company!,"Former Employee, more than 1 year","Very nice people, management was great, feels like the company cares about you.",Some days felt really long and sometimes a bit understaffed.,,v,v,v,4,5,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-22, Deli Clerk,
4.0,Good Place to advance for the future and beyond,"Former Employee, less than 1 year",Nice to all the employees and service to all the guests,"The pay is not great, pay good employees more",,v,v,v,4,3,3,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-19, Stock Associate,
5.0,Customer service,Current Employee,The wonderful atmosphere in the store helping customers,The miscommunication at times between associates,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-13, Customer Service Representative,
5.0,Publi x,Current Employee,"Great, fun, exciting. GreAt pay",Hot. Have to be very punctua,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-21, Case Picker,
5.0,great company,"Former Employee, more than 3 years",good pay but the managers sucked,awful place to work when you arent young,,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-08, Supervisor,
5.0,Great place to work,Former Employee,"Advancement, raises, bonuses, culture, and essential.","Depends on the manager, borderline won't fire anyone.",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-08, Customer Service Staff,
5.0,Cashier,Current Employee,"Friendly atmosphere, benefits are great","Long hours, pay rate is really low to start",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-15, Cashier,
4.0,Great,"Current Employee, more than 1 year",A great place to work at,I have nothing negative to say about the job,,v,v,v,4,4,4,4,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-16, Deli Associate,
1.0,Front end manager plays and schedule according to favoritisms,Current Employee,Pays well for cashier in this state,Upper mgmt does nothing about ethical violations of Marie,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-12-10, Cashier,
4.0,Great company to work for,Former Employee,"convenient location, great benefits, worked with my school schedule",no negatives all positives with this establishment,,v,v,v,5,4,5,5,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-03, Retail Sales Associate,
4.0,Hours are iffy,Current Employee,Great place to work at,Hours are iffy at times,,v,v,v,4,1,4,2,3.0,3.0,Reviews/Publix-Reviews-E613700.htm,2020-10-23, Cashier,
4.0,How good depends on store/management greatly,Current Employee,Usually fair with time off/vacation,Different hours every week for most associates,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-16, Produce Clerk,
5.0,Great Company,"Current Employee, more than 3 years","Pay 
Ability to move up 
Benefits 
Flexible schedule","Very busy 
Unpaid breaks
Managmemt can be lazy",,v,v,v,5,5,5,4,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-23, Deli Clerk,
3.0,It’s ok,Former Employee,Decent pay for starting salary,"A lot of work
Annoying people",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-26, Baker,
5.0,Great,"Current Employee, more than 3 years",Good benefits stocks very nice co workers,Slow paced Sometimes and a little overwhelmed,,v,r,v,4,4,3,3,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-15, Customer Service,
2.0,this company overworks employees for such low pay,Former Employee,Nothing I can think of,"low pay, management talks down to employees, overworks people, etc.",,x,o,o,1,1,1,1,1.0,,Reviews/Publix-Reviews-E613700.htm,2020-10-03, Package Bagger,
4.0,Great place to work,"Current Employee, more than 5 years",Working at publix will give you great people skills when working with customers and staff.,Longer hours due to it being a retail store.,,v,r,r,4,4,4,2,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-16, Customer Service Representative,
2.0,Ok,Former Employee,"It was ok, it was ok, it was ok,",Everyone is going to annoy you,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-18, Anonymous Employee,
5.0,Good Place to Work,"Former Employee, more than 3 years","Great environment, great people, room for growth",The woes of retail are ever present,,v,v,v,4,4,3,4,4.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-06, Customer Service Representative,
2.0,Boring,Current Employee,You get to have Weekly Pay,Boring job with little hours,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-28, Grocery Clerk,
5.0,Publix,"Former Employee, more than 3 years",Publix is a great environment to work in.,None. Publix was a great first job,,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-09, Front Service Clerk,
3.0,Decent enough,"Current Employee, more than 3 years","Wont fire you even if you are terrible

good benefits if you work certain hours

Easy to transfer

decent stepping stone","Pay isn't going to buy you a house

You don't matter as a worker though they'll say you do

Part-time hours are generally terrible",,v,v,v,3,4,1,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-06, Customer Service Associate,
4.0,Publix Cake Decorating,"Former Employee, more than 3 years","Great customer service, good benefits, usually pleasant coworkers.","Low pay for amount of work, no overtime, very strict schedule times, little to no creative leeway",,v,v,r,4,3,4,3,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-14, Cake Decorator Apprentice,
5.0,great place to work,"Former Employee, more than 8 years",they have a great stock retirement as well as 401k program,the rush can feel overwhelming at times,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-26, Deli Clerk,
4.0,Great place to work,"Former Employee, more than 8 years","Lots of opportunity to grow in the company, and very good work environment.",They customers get to mistreat you and you have to take it because the customer is always right.,,v,o,v,5,3,3,5,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-28, Cashier/Bakery Clerk,
5.0,Good,"Former Employee, more than 3 years",Easier working hours and easy to ask for time off,Often harsh conditions no breaks,,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-03, Front Cashier,
4.0,good first job,"Former Employee, less than 1 year",it is not a hard job and working a Publix can be helpful,its a boring job. not alot of difficult things to do,,v,r,v,5,3,4,5,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-16, Cashier/Bagger,
4.0,Publix is okay,Current Employee,The weekly pay is pretty decent.,The hours are never consistent.,,o,o,o,4,5,5,4,3.0,3.0,Reviews/Publix-Reviews-E613700.htm,2020-10-18, Deli Clerk,
3.0,Cool,"Current Employee, less than 1 year",Nice ppl nice environment good pay,Upper staff takes advantage of staff,,v,v,v,3,4,3,3,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-13, Front Service Clerk (Bagger),
5.0,Pretty good,Current Employee,Nice people and alright moneu,Management is hit or miss,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-19, Cashier,
5.0,Publix,Current Employee,Great place to work at,i have no complaints at all,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-19, Front Service Clerk,
5.0,Great place to work,"Current Employee, more than 5 years",Flexible schedule to balance employees lives,There are no downsides in my situation,,v,o,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-08, Deli Clerk,
3.0,"love the job, hate the people",Current Employee,paid well but not well enough,Customers are the worst! Publix makes them think they're always right even if they're just rude,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-15, Deli Clerk,
4.0,Great job for healthcare experience,Former Employee,"Regular hourly raise, room for growth","They need more available tech hours, understaffed many days because limited to the amount of hours they can have techs in pharmacy or overlapping hours",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-08-24, Pharmacy Technician,
4.0,Overall great place,"Current Employee, more than 5 years","Benefits, schedule flexibility, easy work overall",Customer service can be gruesome at time. Customers always right,,v,v,v,5,5,4,5,5.0,3.0,Reviews/Publix-Reviews-E613700.htm,2020-10-05, Customer Service Associate,
4.0,Deli Clerk,Former Employee,"Always moving, keeps you busy. If you are working the deep fryer you will get a good hand on frying food yourself and can use that skill at home.",The particular Publix I worked at was very poorly run but all experience I’ve had at others was excellent.,,o,o,o,3,4,2,4,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-07-20, Deli Clerk,
3.0,Ok,Former Employee,Easy job for students and part time,Hard to climb positions here,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-21, Customer Service Staff,
2.0,Publix,Current Employee,"good benefits, mostly friendly co-workers","its a job, no one wants to work",,x,o,v,5,5,5,3,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-10-21, Cashier,
4.0,Great coworkers,"Current Employee, more than 3 years",I've met some of my closest friends working at Publix. My experience with management has been good.,"Inconsistent hours, feels like profit is more important than employees sometimes",,v,x,v,3,3,3,3,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-28, Cashier,
4.0,Good college job,"Former Employee, more than 3 years","Good pay with substantial and frequent raises, works around school schedule, stock options, benefits","Long shifts, monotonous, management carries unrealistic expectations",,v,r,v,4,5,3,3,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-21, Grocery Clerk,
1.0,"If you are not from this area and don't fit in, don't expect to be treated with respect","Current Employee, less than 1 year",pay and company gift card on holiday,"TOXIC work environment, terrible management, manager favoritism",,x,x,x,1,4,1,1,2.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-11-19, Associate,
5.0,Great company,"Current Employee, more than 1 year","Flexible
Opportunity for growth
Treat associates well",None amazing company that takes care of associates,,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-11, Customer Service Representative,
5.0,Great Company,"Former Employee, more than 1 year",Great benefits and very friendly managers,Minimum wage and does not require much experience,,v,r,r,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-07, Cashier,
5.0,Great first job,"Former Employee, more than 1 year",Lots of shifts available to grab,Very strict environment depending on management,,v,r,r,5,4,3,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-09, Sales Associate/Cashier,
5.0,Great company culture,Current Employee,Very hire-within culture so your connections in retail can land a job at corporate.,Pay could be higher but it is competitive.,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-16, Industrial Engineer,
4.0,Manager,"Current Employee, more than 8 years",Every job has pros and,Many have cons to be aware of,,v,v,v,3,4,4,4,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-16, Manager,
5.0,Bakery,"Former Employee, more than 1 year",It was amazing I loved it there.,I have nothing that I would want to change.,,v,r,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-04, Bakery Clerk,
5.0,Great,Former Employee,Very flexible and a great company to work for.,"It can get hot out there, sunscreen!",,o,o,o,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-04, Front Service Clerk,
5.0,Great company,"Former Employee, more than 5 years",Lots of pros and not many cons,Busy days can be hectic,,o,o,o,5,5,4,4,5.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-11, Cashier,
4.0,It can get annoying at timea,Current Employee,You get paid weekly so you don't have to wait,It can get very annoying working there at times,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-17, Customer Service,
5.0,nice,Former Employee,nice management and very clean,too many long hour shifts,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-18, Stocker,
2.0,Worker,Current Employee,Cool coworkers to work with,To much work lil pay,,x,v,r,1,1,1,1,1.0,1.0,Reviews/Publix-Reviews-E613700.htm,2020-10-25, Receiving,
5.0,great company,Current Employee,"flexible schedule, good work environment",off season hours on scheduling are not the best,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-06, Pharmacy Technician,
4.0,Nice,Current Employee,Awesome place to be fun place to be,none at the moment. n/a,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-13, Anonymous Employee,
5.0,"Excellent Company to work for, great benefits!!","Former Employee, more than 10 years","Advancement, 401k, stock , great all around!",Payscale should be a little better but its manageable!,,v,v,v,5,5,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-19, Baker/Cake Decorator,
3.0,Great benefits,Former Employee,"Great profit sharing plan, story of the company is inspirational. The company is very dedicated to the community","Nepotism, low pay even with higher education and experience.",,x,v,v,3,3,4,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-12, Project Manager,
3.0,CSS,"Former Employee, more than 5 years",Stock options are really nice,Pay/hours/favoritism not a good career,,x,r,r,1,1,3,2,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-08, Customer Service Staff,
