rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
5.0,Great,"Former Employee, less than 1 year",Awesome place to work and make money,None at all at all.,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-11-09, Clerk,
3.0,Work you a lot.,"Former Employee, more than 1 year","Lots of hours
Fun environment
Customer contact","A lot of call outs
High stress",,x,r,r,,4,2,1,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-11-18, Salesperson,
2.0,Shift Supervisor,Former Employee,A fast pace work environment,No set hours and can be change often,,x,r,x,3,1,1,1,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-01-01, Anonymous Employee,
4.0,Sheetz,"Former Employee, more than 1 year",Everyone was nice to work with,Really only the occasional rude customers,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-03-29, Team Member,
3.0,ok,Current Employee,"fast paced, always busy for","poor management, too high of a retention rate",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-04-03, Kitchen Manager,
5.0,Great job,Current Employee,"Store discount, tuition reimbursement",Its a very busy work environment,,v,r,v,3,5,4,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-05-26, Sales Associate,
1.0,Worst place I have ever worked,"Former Employee, more than 1 year",Discounts but that's about it,Everything it's a scam they just lie to you,,x,r,x,1,3,1,1,1.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-02-20, Supervisor,
3.0,Salary Review,"Current Employee, more than 3 years","Great group work environment, great benefits","Poor management, no set schedule",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-04-02, Sales Associate,
5.0,Awesome,Former Employee,"Flexible scheduling, room for advancement",The pay could be better,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-08-20, Customer Service Representative,
5.0,Pays good,"Current Employee, more than 1 year","Pays good
Half off food
401k match","Fast paced
always under staffed",,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-10-15, Sales Person,
3.0,Could be better,"Former Employee, more than 5 years",Great benefits and great pay,Busy place not enough help,,v,v,v,4,5,3,3,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-12-16, Assistant Manager,
2.0,Supervisor,"Current Employee, more than 1 year","Decent Pay
Good Benefits
Paid Vacation and Personal Days","Favoritism
Attendance Punishment
Corrupt Management
Rude Customers
Poor Values",,x,v,v,4,4,2,3,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-01-10, Supervisor,
3.0,Nice job,"Former Employee, more than 1 year",Fun for young people,I Question the leader ship,,o,o,o,1,1,1,4,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-01-23, Customer Service Representative,
1.0,Not The Best Place To Work,"Current Employee, less than 1 year",Some coworkers are very nice. Decent hourly wage.,Benefits are below average.  Management can be rude at times. PTO policy is below average.,,x,r,x,3,2,3,1,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-03-07, Salesperson,
1.0,Awful,"Former Employee, less than 1 year","Only of you really have to work there, do it",Having to work at such a stressful and unfriendly workplace!,,x,r,v,1,1,1,1,1.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-08-14, Crew Member,
1.0,don't work at sheetz,"Former Employee, more than 1 year","None, they don't put enough people on shift and they treat people poorly.",The same as above. Understaffed on purpose.,,x,r,r,1,1,1,1,1.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-12-17, Anonymous Employee,
1.0,Na,"Current Employee, less than 1 year",The pay is ok and alright benefits,Managers are rude and abnoxious really boring,,x,r,r,2,4,2,3,2.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-06-17, Sales Associate,
1.0,Horrible,"Former Employee, less than 1 year",None none that I found,Management didn't care at all,,x,x,x,1,1,1,1,1.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-07-23, Clerk,
4.0,Good job 👏,"Current Employee, less than 1 year",Perfect job for life n near by my location shud i do this job for future knowledge,Work hard are allowing me to work this torrent power ltd company to be member also i can do this opportunity to,,v,o,v,5,4,4,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-03-12, Anonymous Employee,
5.0,It was a good experience to discover more experience and get to know new friends,Former Employee,Acquire other skills and develop self,Challenges include focusing and satisfying customers,,v,v,v,4,4,4,4,4.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-04-28, Chef,
5.0,good job,"Former Employee, less than 1 year",They are helpful and considerate,Nothing really. They're okay.,,o,o,o,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-05-06, Store,
4.0,Sure Okay,"Former Employee, more than 1 year","Decent pay, Boom Boom Sauce",Changing gas station trash,,v,v,v,4,4,2,2,3.0,,https://www.glassdoor.com/Reviews/Sheetz-Reviews-E4015.htm,2019-11-18, Shift Supervisor,
4.0,Not perfect but better than some others. Overall a positive experience.,"Current Employee, more than 3 years","Challenging patients due to high acuity but most are very pleasant as are their families.  Not too many snobby rich people to deal with.
High standard of care on most units.
Health benefits are absolutely terrific.  Not too expensive either.
Pension
Union protection
Most managers I’ve worked under have been very good to me and as flexible as they were allowed to be
Overtime is usually available
Fairly user friendly EMR software (Cerner)
Nurses aren’t allowed to enter physician orders except in EXTREME emergency situations, freeing them up to do more actual nursing work","Salary is not competitive but benefits make up for it
Pension plan isn’t as good as it used to be.  New people coming in have a LONG vesting period.
Bureaucracy being a government hospital
Union, although mostly good, sometimes protects incompetent employees who would be fired elsewhere.
Upper management (above unit level) sometimes out of touch with realities of working in the trenches.  Directives come down from above and will be enforced for a while until the next big idea comes along
Hospital building has many structural problems
Broken equipment",,v,r,v,4,4,2.0,4,3.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-04-29, Register Nurse,
3.0,Unfortunately understaffed.,"Former Employee, more than 10 years","I love being a CNA. I lived in town. Good benefits, Nyship to be exact. Union state job Csea. Fortunate to leave with a 10 year pension. Great co-workers. I enjoyed working side by side with nurse’s getting through the shift.","Understaffed, poor management and nurse’s don’t help with patient care (even if it’s their assigned patient). Weekends I ended up with 15 patients on a 30 bed floor for several years nothing changed. Vitals x2, accu-checks x2, I&O’s and of course call bells  which nurse’s don’t answer. Shift 3-11pm. Also nurse’s don’t help even if theres only one CNA on the floor.  Imagine this was second best staffed shift. Nights was always 1 cna on the floor.  Nurse overall attitude is not my patient not my problem. Everyone for themselves.",,x,v,x,3,3,1.0,2,1.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-07-20, Certified Nursing Assistant CNA,
5.0,Stony Brook Medicine amazing benefits and  all the overtime,"Current Employee, more than 5 years","Excessive overtime available throughout every shifts. Friendly environment. Awesome teamwork. The benefits is the biggest perk. Most importantly, it gives a sense of pride to work for an reputable hospital.",Tuition reimbursement is not pleasing especially only covering one class per semester and only through SUNY schools.  Favoritism for certain employees for which prevents you to move up the ladder,,v,x,v,4,5,4.0,4,2.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-06-01, CT Technologist,
5.0,Excellent Hospital and Place To Work,"Current Employee, more than 1 year","I have always wanted to work at Stony Brook since I was a cancer patient there and felt I was provided with exceptional care and I liked how they are a teaching hospital which means they are innovative with their diagnoses and treatment plans. As an employee, I feel that I am treated great respect by my coworkers and supervisors. I am happy with my salary for the work that I do and overall have a very pleasant work environment.",Not as much room for growth as I would have hoped for,,v,r,v,5,5,5.0,5,5.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-04-01, Patient Access Representative,
1.0,Love my patients but zero support,"Current Employee, more than 5 years",Co-workers are amazing--funny and strong and caring.  Patients are appreciative.,"Understaffed;  no CNAs,  I wander the halls begging for help.  Equipment missing or broken--constantly scrambling for bricks, cords, blood pressure cuffs.  Can't reliably locate even the basics: is this a hospital?",,x,x,x,1,1,1.0,1,1.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-01-09, Staff RN,
4.0,Great place to obtain work experience,Current Employee,"Close to home ,Educational department, Fast paced","Pay ,employees turn over rate is excessive, no movement upwards ,management doesn't follow thru on commitments.",,v,r,v,2,2,3.0,3,4.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-07-14, Sterile Processing Technician,
4.0,Good for teaching,"Former Employee, more than 3 years",Staff are open to teaching and are approachable. Everyone tries to work together for the most part.,"Can be understaffed at times.  Pay can be better, but the benefits are pretty good.",,v,r,v,4,5,3.0,4,5.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-08-12, Registered Nurse,
3.0,Decent place to start a career,"Former Employee, more than 10 years","Great learning experience, good health benefits","Low pay, poor raises, floors I was on were very cliquey",,v,r,r,2,4,2.0,2,4.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-02-18, Staff RN,
3.0,Management Sucks,Former Employee,Job is fairly easy  and pay is good,Management is horrible. Incompetent people get pushed up the ladder while good workers don’t get promoted because they do good work.,,x,r,x,2,5,1.0,4,1.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-07-03, Tech,
3.0,No Growth Opportunities and a High Turnaround,"Current Employee, more than 5 years",Easy to get hired due to high company turnover.,Very little growth opportunities and recognition when going above and beyond at work.  Benefits are unaffordable for a family.,,o,r,r,2,1,3.0,3,3.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-11-04, Clinical Support Assistant,
2.0,Associate II,"Current Employee, more than 1 year",Small community hospital. Mostly friendly environment.,Too many cliques. Administration do not care about employees or want to hear of issues within a department.,,x,r,x,1,2,1.0,3,2.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-01-11, Anonymous Employee,
2.0,put in a lot of years,"Current Employee, more than 10 years","tuition assistance , job security, close
to home .","poor management support, no one cares about how you are doing .",,x,r,x,2,5,2.0,2,1.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-02-20, Clerk,
4.0,"Fast paced, dynamic","Former Employee, more than 3 years","Diverse and dynamic  work environment, learn something new every day","Mandated to stay during emergencies, bring a change of clothes.  This isn't really a con because I loved the overtime.",,v,r,r,4,4,3.0,3,3.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-06-02, Anonymous Employee,
1.0,Do not waste your time working here,"Former Employee, more than 1 year","benefits, benefits, benefits, benefits","Very Poor Management, Management does not care about employees, Managers with no degrees or knowledge on how to treat employees. Worst job I ever worked at,",,x,x,o,1,5,1.0,1,2.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-06-29, Associate,
4.0,State Hospital,"Current Employee, more than 3 years","People are nice,  supportive learning environment,","Things take a longer to get done here than at another hospital,  slow progress/lack of staff can lead to burnout",,v,r,v,4,3,3.0,4,5.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-01-08, Registered Nurse,
4.0,Overall enjoy it,"Current Employee, more than 1 year","Positive work environment, decent compensation for work, always smiling faces in the hallways","""work politics"" get in the way of the flow of things sometimes",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-06-02, Intern,
4.0,Need to increase pay,"Current Employee, more than 1 year","Health benefits, Education Voucher , Paid time Off","Hospital Management , Horrible Scheduling , No work life balance",,v,v,v,3,5,3.0,1,3.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-02-17, Clerk,
3.0,Stagnant,"Current Employee, more than 5 years",Benefits and generous time off,"No upward movement, Bureaucracy, outdated systems, low salaries.",,v,r,r,1,4,1.0,4,2.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-03-23, Administrative Assistant,
1.0,"Good for short-term, than GET OUT","Former Employee, more than 1 year","Good experience, cutting edge research, smart doctors","Low pay, toxic work environment and not supported of their employees.  A fellow co-worker accessed my personal medical records and nothing was done when reported.",,x,x,r,4,1,1.0,1,1.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-08-28, Study Coordinator,
4.0,A great place to work!,"Current Employee, more than 8 years",Great benefits and healthcare! Many opportunities to move up within the hospital itself.,Constantly under construction. Limited parking space.,,v,v,o,4,5,4.0,3,3.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-08-26, Dietary Aide,
4.0,Great place to work,"Current Employee, less than 1 year","Super friendly environment, easy commute, manageable hours, good benefits.","None, besides the parking lots",,v,v,r,4,,,,,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-04-04, Assistant Project Coordinator,
3.0,Registered Nurse at Stony Brook Medicine,Current Employee,"Benefits, possibility of pension, teaching hospital","Staffing, Floating, lack of raises, nurse residency",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-09-09, Registered Nurse,
5.0,great company to work for,Current Employee,friendly and supportive work environment,no cons I can think of,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-09-09, Administrative Assistant,
5.0,My experience,"Current Employee, more than 1 year",Great place to grow and learn.,Very fast paced and quick learning curve.,,v,o,v,5,5,5.0,5,5.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-10-01, Registered Nurse T&R II,
3.0,stony brook university hospital,"Current Employee, less than 1 year","good hospital, big hospital, state job","weak union, old, hecic, busy hospital",,x,r,r,3,3,3.0,3,3.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-11-18, Registered Nurse,
4.0,MA/ Med tech,Current Employee,Positive work environment between coworkers,Not the greatest  benefit package,,v,o,v,4,3,4.0,5,5.0,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-03-06, Anonymous Employee,
3.0,Rn,Current Employee,Union protection is very good,Lower salary than most private hospitals,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Stony-Brook-Medicine-Reviews-E377246.htm,2019-09-02, Nurse,
2.0,Lots of improvements to make; will they let you?,"Former Employee, more than 3 years","Great opportunity to upgrade capabilities, if leadership will commit.","Free-agent fiefdoms at local sites, tactical thinking with a short planning horizon at HQ. Little empowerment leads to slow decision-making. Decisions get reversed after much invested effort. Investments that are funded may have implementation delayed.",,x,x,x,2.0,3.0,1.0,2.0,1.0,,Reviews/Akorn-Reviews-E1097.htm,2019-11-06, Executive Director,
5.0,Great place to work!,"Current Employee, more than 8 years","Transparent management team, good pay and benefits, interesting industry",There are no cons that I can think of.  The management team at Akorn cares about the employees and continually grow the culture.,,v,o,v,5.0,5.0,5.0,5.0,5.0,,Reviews/Akorn-Reviews-E1097.htm,2019-09-23, Director,
4.0,Good place to start,Current Employee,"It is a great place to start your career. You will learn a lot, and grow a lot.",Can get hectic at times,,v,v,r,3.0,2.0,4.0,3.0,5.0,,Reviews/Akorn-Reviews-E1097.htm,2019-01-28, Manager,
3.0,Indecisive Management skills,"Former Employee, more than 1 year",Good HR department and practices,"Everything, it is hard to define if everything else look as cons",,x,x,x,1.0,3.0,1.0,3.0,1.0,,Reviews/Akorn-Reviews-E1097.htm,2019-11-11, Manager,
3.0,Akorn employee evaluation 2019,"Current Employee, more than 3 years",Akorn is heavy invested in improving business operations and patient safety.,There is a lack of career advancement,,v,x,v,3.0,3.0,3.0,4.0,4.0,,Reviews/Akorn-Reviews-E1097.htm,2019-11-16," Manager, Global Quality Compliance",
2.0,Blah,"Current Employee, less than 1 year",Full time hours that’s about it,Too many Spanish people felt excluded and felt like favoritism was being shown.,,x,x,x,2.0,2.0,2.0,2.0,2.0,,Reviews/Akorn-Reviews-E1097.htm,2019-06-13, Line Operator,
3.0,Good company to work for,"Former Employee, more than 3 years","Challenging environment, huge pipeline, experience with all types of formulations","Poor Management, benefits are okay,",,o,x,o,4.0,3.0,2.0,3.0,1.0,,Reviews/Akorn-Reviews-E1097.htm,2019-02-08, Anonymous Employee,
1.0,Dont work here!,Former Employee,Pay is okay.  Some people are professional.,Disrespectful people are put in leader positions when they Dont have communication skills. They also is too much politics as well as hostile work environment,,x,x,x,1.0,3.0,1.0,1.0,1.0,,Reviews/Akorn-Reviews-E1097.htm,2019-04-10, Anonymous Employee,
2.0,Scientist,Current Employee,there is no pros that I can share,Working Culture is not good,,x,r,r,1.0,2.0,2.0,1.0,2.0,,Reviews/Akorn-Reviews-E1097.htm,2019-04-12, Anonymous Employee,
4.0,Review,"Former Employee, more than 5 years","Culture, team culture, flexibility, salary",Upper management communication more often,,v,v,v,4.0,4.0,4.0,3.0,4.0,,Reviews/Akorn-Reviews-E1097.htm,2019-06-09, QA Analyst,
1.0,No room for growth,"Current Employee, more than 1 year",It's a big company,Not much room for career growth,,x,x,r,1.0,2.0,2.0,2.0,2.0,,Reviews/Akorn-Reviews-E1097.htm,2019-01-28, Anonymous Employee,
3.0,General Manager,"Current Employee, more than 3 years","Salary
work-life balance
Infrastructure
Freedom of work
Lucrative budget","Inconsistent senior management and program management
lack of accountability",,x,r,x,3.0,4.0,3.0,4.0,4.0,,Reviews/Akorn-Reviews-E1097.htm,2019-04-18, Anonymous Employee,
5.0,Sr.Executive in QA,"Current Employee, more than 3 years",Good working environment and Benifits,The downside of this approach is the lack of clear leadership.,,v,v,v,4.0,5.0,4.0,4.0,5.0,,Reviews/Akorn-Reviews-E1097.htm,2019-03-15, Senior Executive,
4.0,Good company,"Current Employee, more than 1 year","balance between  working and social life ,good exposure for new learning",cross department  interrelation is poor,,o,v,o,3.0,3.0,3.0,4.0,5.0,,Reviews/Akorn-Reviews-E1097.htm,2019-07-02, Engineer,
5.0,Engineering Executive,"Current Employee, more than 3 years",5 days a week work.,It's  little far from the major cities.,,v,v,v,4.0,4.0,4.0,5.0,4.0,,Reviews/Akorn-Reviews-E1097.htm,2019-12-28, Anonymous Employee,
4.0,Sr. Manager - Global Quality Compliance,"Current Employee, more than 3 years",Compliance oriented with open communication.,"In some cases, policies are not employee friendly",,v,v,r,3.0,3.0,4.0,4.0,5.0,,Reviews/Akorn-Reviews-E1097.htm,2019-03-15, Senior Manager,
4.0,Sr. Manager production,"Current Employee, more than 1 year","Regulatory Plant
Multiple portfolio of drug product
Good MNC culture","Slow down of project
Idle production",,o,o,o,,,,,,,Reviews/Akorn-Reviews-E1097.htm,2019-09-16, Senior Manager,
5.0,Assistant Manager,"Current Employee, more than 5 years","Good working culture
Better work life balance.
5 day week",Some of the HR policies needs improvement.,,v,v,r,4.0,4.0,4.0,4.0,4.0,,Reviews/Akorn-Reviews-E1097.htm,2019-06-26, Assistant Manager,
3.0,Honest and integrity,"Current Employee, more than 3 years",organisation with good employee benefit,"Red tapism, slow in decision making",,v,v,v,3.0,4.0,4.0,4.0,4.0,,Reviews/Akorn-Reviews-E1097.htm,2019-07-19, Talent Development Manager,
1.0,Weak direction and inexperienced CEO,"Current Employee, more than 3 years",Pay is at market level. Fantastic market growth potential. Some employees are excellent and do all they can to lift morale.,"Benefits are way below market standard. Complete lack of clear or defined strategy. Entire
organization is micro-managed which is destroying morale. Secretive owner that is fostering
poor staff retention - several respected executives have recently left the company. Lack of
strategic guidance from CEO. All employees are held fully accountable for decisions but are
not responsible for decisions. Organisation is lacking direct leadership, unfortunately this is a company with great potential that is let down by the inexperience of the owner. Morale is at an all time low.  Opportunities for growth within the organisation are non-existent.",,x,o,r,1.0,1.0,1.0,1.0,1.0,,Reviews/OiLSERV-Reviews-E615872.htm,2019-01-21, Anonymous Employee,
5.0,Service manager,Former Employee,Manager for Oilserv with over 300 engineers reporting to me also sales and business development visiting clients and winning new contracts,None that I’m aware of,,v,o,v,5.0,5.0,5.0,5.0,5.0,,Reviews/OiLSERV-Reviews-E615872.htm,2019-08-14, SDM,
4.0,OilSERV,"Former Employee, more than 8 years",Not like the previous years,No training for the management level nor the support staff,,v,o,r,4.0,4.0,3.0,4.0,3.0,,Reviews/OiLSERV-Reviews-E615872.htm,2019-07-30, Operations Manager,
5.0,Good Company,"Former Employee, less than 1 year",Rotation Schedule is good for me .,prefer not to say .,,v,o,v,4.0,3.0,3.0,3.0,4.0,,Reviews/OiLSERV-Reviews-E615872.htm,2019-08-31, Document Control,
3.0,Good place,"Current Employee, more than 3 years",Good people and lively place,harsh weather during summer period,,v,o,v,3.0,3.0,3.0,3.0,3.0,,Reviews/OiLSERV-Reviews-E615872.htm,2019-10-16, WELL TEST SUPERVISOR,
1.0,Egotistic/Toxic Culture,Former Employee,"Free snacks
Free Friday Lunches
Benefits are not too bad
Great Mission, Great minds","There are way too many employees here that do not respect each other. Employees here are way to prideful and very EGOTISTICAL. It becomes very toxic. Leadership sucks. No one knows how to do anything. No one wants to do anything more. Everyone is very hostile and stubborn as hell.

Those who are not good teammates should be FIRED. Doesn’t matter if they have seniority. They’re not willing to learn more and they do not receive feedback well. Nor do they want to take on more projects. Nor are they willing to teach their teammate new things. Thus, NO GROWTH at this company plus toxic teammates. Everyone joins the Archive will stay at the Archive until they retire.

You will get blamed for everything when you’re just trying to help. They play the “he said, she said” game here ALOT.

DO NOT trust anyone. Secrets don’t tend to stay secrets. It’s interesting because that’s the only communication that seems to be doing great. However, when it comes to getting work done, communications SUCK.",,x,r,r,1,4,1,3,1.0,,Reviews/Internet-Archive-Reviews-E267448.htm,2019-10-18, Anonymous Employee,
3.0,Sales assistant,"Former Employee, more than 3 years","Friendly colleagues , nice atmosphere",Management was not that good,,x,r,r,1.0,3.0,3.0,3.0,4.0,,Reviews/Marc-O’Polo-Reviews-E933672.htm,2019-01-02, Anonymous Employee,
5.0,Director/CEO,"Current Employee, more than 10 years","Farmer engagement,Linking the Farmer & Consumer through an extensive Agriculture process with a Backward Integration program . Manufacture a Nutritious Food ""Samaposha""",Age limitations when you are at the peak,,v,o,v,5.0,4.0,5.0,5.0,5.0,,https://www.glassdoor.com/Reviews/CBL-Group-Reviews-E3077215.htm,2019-10-21, Director/Chief Executive Officer,
2.0,"So much potential, but can never get out of their own way.","Former Employee, more than 5 years",The coworkers are great! Very welcoming and fun people to work with for teams. Very smart and talented coworkers. All the problems are management and it's trickling down to internal departments.,"Suppressed salary compared to market, poor bonuses and mediocre raises, mediocre healthcare, too many in upper management focused on the nickels and dimes. There are too many overhead positions in general putting stress on the resources actually doing billable work.",,x,o,x,1.0,2,1.0,3.0,2.0,,Reviews/Ximedica-Reviews-E196740.htm,2019-10-10, Engineer,
4.0,Reality of Med Device Development - Xi,"Former Employee, more than 5 years","Great people with plenty of technical knowledge and experience in the med device development space. This place knows how to get products developed and through the rigor of FDA approval. 
If you are looking for a competent, full service med device development firm, this company is worthy of serious consideration.

Having had worked at Ximedica for several years, I can tell you (subjectively) that management has always treated clients and employees with respect and tried to do what is best.... now that doesn’t mean that everything is perfect but it does mean that there is a genuine effort to be fair, reasonable, treat clients and employees with respect, and do what’s right (even when it is not easy). The people (management and individual resources) at Ximedica really do enjoy their work and strive to be trusted advisors to clients. My experience is that the company is full of people who want to succeed. Really great people, great drive, genuine personalities, fun environment, plenty of drive and technical excellence.","The medical device development process is not an easy one. Proper development of any medical device takes time and a considerable amount of funding, and as a result the process can be frustrating for both client and consultant.... the process is often filled with peeks and valleys. Although Ximedica utilizes their depth of experience and expertise to plan and resource projects, Ximedica cannot predict every twist and turn that may arise and as a result schedules and budgets are impacted... this is difficult and stressful for everyone.

There have been instances where resources were spread too thin and I’m sure that there have been/are instances where employees should be compensated better. I do understand that there have been employees that have been unhappy for one reason or another. Their feelings and experiences are certainly valid. However, I do not believe this is the norm.",,x,r,r,5.0,4,5.0,5.0,5.0,,Reviews/Ximedica-Reviews-E196740.htm,2019-10-13, Anonymous Employee,
4.0,Ximedica,"Current Employee, more than 3 years","- Flexibility to work on a wide range of programs/devices
- Fun, growing company with growth opportunities for tenacious, high energy med device professionals
- Non political environment
- Ability to wear multiple hats and get exposure to wide range of development activities from initial research and strategy all the way to pilot/small scale production
- Quite a bit of flexibility in terms of hrs, remote work, etc. - just need to get the job done","- Small company, so no place to hide if you are not producing
- Program/workload can vary, and at times a lot is asked to hit program deadlines",,v,o,v,4.0,3,4.0,4.0,4.0,,Reviews/Ximedica-Reviews-E196740.htm,2019-04-29, Program Management,
5.0,Great company culture,"Current Employee, more than 1 year",the people in the SF office,working cross offices can be challenging due to the time difference.,,v,o,v,4.0,4,5.0,4.0,5.0,,Reviews/Ximedica-Reviews-E196740.htm,2019-04-24, Director,
5.0,I love my position here.,"Current Employee, less than 1 year","Awesome team,  great bosses,  great pay,  fun environment","Some nights are boring and slow
I am the only one (besides my direct boss) who can take cash.",,v,v,v,4,4,4,5,5.0,,https://www.glassdoor.com/Reviews/P-C-Richard-and-Son-Reviews-E4425.htm,2019-11-30, Clerical,
3.0,Company is in a downward spiral,"Current Employee, more than 10 years","Learn salesmanship 
Learn new technology 
Benefits and 401k matched 3%
Competitive prices 
Learn to negotiate 
Great employee discounts
Learn how be aggressive in sales
Good product training
Company has loyal customers 
Good training on high end designer kitchens
Flexible schedule for college students.
Competitive pricing on most items.","Management is based on who’s friends with who
Long hours on your feet. God forbid you sit down for 5 mins
Income is based solely on commissions 
Delivery drivers are the worst
Pressure to sell flavor of the month which pay you nothing
Will match competition but only to take your commission away
No holidays off. Only Easter, thanksgiving and Christmas. 
Longer shifts during holidays
Only veteran salesman make a decent living because they have a large customer base they built
No employee appreciation shown
Use to be a great family company, but now they are a greedy corporation only caring about more money for the Richard family.
Come salesman aren’t responsible for upkeep of the store, so only 4-5 people are yelled at for not cleaning. 
Profit sharing private company, but it seems like only more profit for people on top.
Less and less foot traffic every year due to increased internet retailers.
They say that you can take vacation anytime, but will be frowned upon during holiday seasons. 
No family life. You work ten hour shifts and come home at 10pm. And longer if you want to make a decent living.
If you don’t hit the commission quota then you owe them money. 
When they have training in corporate office in Farmingdale. You lose a day on the sales floor with no compensation. You lose sales, spend money on gas and might have a chance to win a cheap prize. And it’s usually a PC Richard gift card. 
Slowly and slowly you see regular customers coming in less and less.
A lot of older salesman work here due to they can’t have a career change this late in their life.
If you are legitimately sick, it’s frowned up to call off work. And they will guilt trip you to come in, only to find out it’s dead all day.",,x,x,x,2,2,1,1,1.0,,https://www.glassdoor.com/Reviews/P-C-Richard-and-Son-Reviews-E4425.htm,2019-12-29, Sales Associate,
2.0,I’m currently a Stock guy at a store on LI NY and actively looking for other employment.There’s up and downs,Current Employee,They don’t ask too much,"Hours, holidays, little breaks, busy. They don’t care if you’re sick I once threw up in store and had to fight to leave ended up badly sick. And that’s not even the worst experience as a worker I’ve had",,x,r,r,1,1,3,1,4.0,,https://www.glassdoor.com/Reviews/P-C-Richard-and-Son-Reviews-E4425.htm,2019-08-14, ,
